design_id,censor_model,architecture,architecture_name,architecture_label,architecture_description,architecture_endpoint_pool,architecture_endpoint_rotation_period,architecture_endpoint_rotation_fraction,architecture_protocol_rotation_period,architecture_protocol_diversity,architecture_passive_separability,architecture_probe_confirmation,architecture_discovery_rate,architecture_collateral_weight,architecture_transport_overhead,architecture_provider_controls_plaintext,architecture_provider_controls_delivery,architecture_domestically_permitted,censor_name,censor_label,censor_path_control,censor_endpoint_control,censor_platform_control,censor_adaptive_training,censor_false_positive_cap,censor_probe_budget,censor_block_budget,censor_retrain_interval,censor_block_ttl,censor_reputation_threshold,censor_path_enforcement,censor_platform_filter_rate,network_name,network_label,network_latency_ms,network_jitter_ms,network_loss_rate,network_bandwidth_mbps
design-0000,classifier_dominant,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,9,0,0.0,0,0.037171021660292056,0.22569902761810604,0.11256880302831994,0.39351588341435906,0.25,0.9381401216206686,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0007222891190137752,0,0,9,7,4,0.8295404809697527,0.5110960675360879,robustness-mobile,Mobile-like,82.27708674769707,26.179073056085432,0.0229265493681377,17.55256443103127
design-0000,classifier_dominant,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",14,0,0.0,0,0.049561362213722746,0.2633155322211237,0.45027521211327975,0.22895469580471797,0.08,1.050716936215149,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0007222891190137752,0,0,9,7,4,0.8295404809697527,0.5110960675360879,robustness-mobile,Mobile-like,82.27708674769707,26.179073056085432,0.0229265493681377,17.55256443103127
design-0000,classifier_dominant,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,40,5,0.25,4,0.37171021660292053,0.15046601841207072,0.18761467171386656,0.12163218214625643,0.22,1.0882425410799754,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0007222891190137752,0,0,9,7,4,0.8295404809697527,0.5110960675360879,robustness-mobile,Mobile-like,82.27708674769707,26.179073056085432,0.0229265493681377,17.55256443103127
design-0000,classifier_dominant,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,173,1,0.35,0,0.09912272442744549,0.24074562945931313,0.27516818518033764,0.07154834243897437,0.18,1.163293750809629,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0007222891190137752,0,0,9,7,4,0.8295404809697527,0.5110960675360879,robustness-mobile,Mobile-like,82.27708674769707,26.179073056085432,0.0229265493681377,17.55256443103127
design-0000,classifier_dominant,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,17,0,0.0,0,0.024780681106861373,0.07523300920603536,0.0312691119523111,0.021464502731692307,0.85,0.9006145167558418,True,True,True,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0007222891190137752,0,0,9,7,4,0.8295404809697527,0.5110960675360879,robustness-mobile,Mobile-like,82.27708674769707,26.179073056085432,0.0229265493681377,17.55256443103127
design-0000,endpoint_discovery_dominant,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,9,0,0.0,0,0.037171021660292056,0.22569902761810604,0.11256880302831994,0.39351588341435906,0.25,0.9381401216206686,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0007222891190137752,10,12,9,13,2,0.8295404809697527,0.5110960675360879,robustness-mobile,Mobile-like,82.27708674769707,26.179073056085432,0.0229265493681377,17.55256443103127
design-0000,endpoint_discovery_dominant,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",14,0,0.0,0,0.049561362213722746,0.2633155322211237,0.45027521211327975,0.22895469580471797,0.08,1.050716936215149,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0007222891190137752,10,12,9,13,2,0.8295404809697527,0.5110960675360879,robustness-mobile,Mobile-like,82.27708674769707,26.179073056085432,0.0229265493681377,17.55256443103127
design-0000,endpoint_discovery_dominant,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,40,5,0.25,4,0.37171021660292053,0.15046601841207072,0.18761467171386656,0.12163218214625643,0.22,1.0882425410799754,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0007222891190137752,10,12,9,13,2,0.8295404809697527,0.5110960675360879,robustness-mobile,Mobile-like,82.27708674769707,26.179073056085432,0.0229265493681377,17.55256443103127
design-0000,endpoint_discovery_dominant,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,173,1,0.35,0,0.09912272442744549,0.24074562945931313,0.27516818518033764,0.07154834243897437,0.18,1.163293750809629,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0007222891190137752,10,12,9,13,2,0.8295404809697527,0.5110960675360879,robustness-mobile,Mobile-like,82.27708674769707,26.179073056085432,0.0229265493681377,17.55256443103127
design-0000,endpoint_discovery_dominant,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,17,0,0.0,0,0.024780681106861373,0.07523300920603536,0.0312691119523111,0.021464502731692307,0.85,0.9006145167558418,True,True,True,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0007222891190137752,10,12,9,13,2,0.8295404809697527,0.5110960675360879,robustness-mobile,Mobile-like,82.27708674769707,26.179073056085432,0.0229265493681377,17.55256443103127
design-0000,resource_bounded_composed,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,9,0,0.0,0,0.037171021660292056,0.22569902761810604,0.11256880302831994,0.39351588341435906,0.25,0.9381401216206686,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0007222891190137752,2,4,9,7,4,0.8295404809697527,0.5110960675360879,robustness-mobile,Mobile-like,82.27708674769707,26.179073056085432,0.0229265493681377,17.55256443103127
design-0000,resource_bounded_composed,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",14,0,0.0,0,0.049561362213722746,0.2633155322211237,0.45027521211327975,0.22895469580471797,0.08,1.050716936215149,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0007222891190137752,2,4,9,7,4,0.8295404809697527,0.5110960675360879,robustness-mobile,Mobile-like,82.27708674769707,26.179073056085432,0.0229265493681377,17.55256443103127
design-0000,resource_bounded_composed,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,40,5,0.25,4,0.37171021660292053,0.15046601841207072,0.18761467171386656,0.12163218214625643,0.22,1.0882425410799754,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0007222891190137752,2,4,9,7,4,0.8295404809697527,0.5110960675360879,robustness-mobile,Mobile-like,82.27708674769707,26.179073056085432,0.0229265493681377,17.55256443103127
design-0000,resource_bounded_composed,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,173,1,0.35,0,0.09912272442744549,0.24074562945931313,0.27516818518033764,0.07154834243897437,0.18,1.163293750809629,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0007222891190137752,2,4,9,7,4,0.8295404809697527,0.5110960675360879,robustness-mobile,Mobile-like,82.27708674769707,26.179073056085432,0.0229265493681377,17.55256443103127
design-0000,resource_bounded_composed,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,17,0,0.0,0,0.024780681106861373,0.07523300920603536,0.0312691119523111,0.021464502731692307,0.85,0.9006145167558418,True,True,True,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0007222891190137752,2,4,9,7,4,0.8295404809697527,0.5110960675360879,robustness-mobile,Mobile-like,82.27708674769707,26.179073056085432,0.0229265493681377,17.55256443103127
design-0000,adaptive_composed,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,9,0,0.0,0,0.037171021660292056,0.22569902761810604,0.11256880302831994,0.39351588341435906,0.25,0.9381401216206686,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0007222891190137752,5,10,9,11,3,0.8295404809697527,0.5110960675360879,robustness-mobile,Mobile-like,82.27708674769707,26.179073056085432,0.0229265493681377,17.55256443103127
design-0000,adaptive_composed,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",14,0,0.0,0,0.049561362213722746,0.2633155322211237,0.45027521211327975,0.22895469580471797,0.08,1.050716936215149,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0007222891190137752,5,10,9,11,3,0.8295404809697527,0.5110960675360879,robustness-mobile,Mobile-like,82.27708674769707,26.179073056085432,0.0229265493681377,17.55256443103127
design-0000,adaptive_composed,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,40,5,0.25,4,0.37171021660292053,0.15046601841207072,0.18761467171386656,0.12163218214625643,0.22,1.0882425410799754,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0007222891190137752,5,10,9,11,3,0.8295404809697527,0.5110960675360879,robustness-mobile,Mobile-like,82.27708674769707,26.179073056085432,0.0229265493681377,17.55256443103127
design-0000,adaptive_composed,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,173,1,0.35,0,0.09912272442744549,0.24074562945931313,0.27516818518033764,0.07154834243897437,0.18,1.163293750809629,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0007222891190137752,5,10,9,11,3,0.8295404809697527,0.5110960675360879,robustness-mobile,Mobile-like,82.27708674769707,26.179073056085432,0.0229265493681377,17.55256443103127
design-0000,adaptive_composed,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,17,0,0.0,0,0.024780681106861373,0.07523300920603536,0.0312691119523111,0.021464502731692307,0.85,0.9006145167558418,True,True,True,adaptive_composed,Adaptive composed model,True,True,True,True,0.0007222891190137752,5,10,9,11,3,0.8295404809697527,0.5110960675360879,robustness-mobile,Mobile-like,82.27708674769707,26.179073056085432,0.0229265493681377,17.55256443103127
design-0001,classifier_dominant,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,7,0,0.0,0,0.0385648996561995,0.41401239666756234,0.2632614592031901,0.5796078514112584,0.25,0.931417824876415,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0015018315128212034,0,0,8,8,4,0.821357821199847,0.7736722766109145,robustness-mobile,Mobile-like,163.10963059154594,51.898518824582794,0.02117757484159344,6.989563174818052
design-0001,classifier_dominant,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",11,0,0.0,0,0.051419866208266,0.48301446277882276,1.0,0.3372263862756412,0.08,1.0431879638615849,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0015018315128212034,0,0,8,8,4,0.821357821199847,0.7736722766109145,robustness-mobile,Mobile-like,163.10963059154594,51.898518824582794,0.02117757484159344,6.989563174818052
design-0001,classifier_dominant,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,32,10,0.25,4,0.38564899656199497,0.2760082644450416,0.4387690986719835,0.17915151770893442,0.22,1.0804446768566414,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0015018315128212034,0,0,8,8,4,0.821357821199847,0.7736722766109145,robustness-mobile,Mobile-like,163.10963059154594,51.898518824582794,0.02117757484159344,6.989563174818052
design-0001,classifier_dominant,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,135,3,0.35,0,0.102839732416532,0.4416132231120665,0.6435280113855758,0.10538324571113789,0.18,1.1549581028467546,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0015018315128212034,0,0,8,8,4,0.821357821199847,0.7736722766109145,robustness-mobile,Mobile-like,163.10963059154594,51.898518824582794,0.02117757484159344,6.989563174818052
design-0001,classifier_dominant,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,14,0,0.0,0,0.025709933104133,0.1380041322225208,0.07312818311199724,0.03161497371334136,0.85,0.8941611118813584,True,True,True,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0015018315128212034,0,0,8,8,4,0.821357821199847,0.7736722766109145,robustness-mobile,Mobile-like,163.10963059154594,51.898518824582794,0.02117757484159344,6.989563174818052
design-0001,endpoint_discovery_dominant,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,7,0,0.0,0,0.0385648996561995,0.41401239666756234,0.2632614592031901,0.5796078514112584,0.25,0.931417824876415,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0015018315128212034,16,19,8,17,2,0.821357821199847,0.7736722766109145,robustness-mobile,Mobile-like,163.10963059154594,51.898518824582794,0.02117757484159344,6.989563174818052
design-0001,endpoint_discovery_dominant,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",11,0,0.0,0,0.051419866208266,0.48301446277882276,1.0,0.3372263862756412,0.08,1.0431879638615849,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0015018315128212034,16,19,8,17,2,0.821357821199847,0.7736722766109145,robustness-mobile,Mobile-like,163.10963059154594,51.898518824582794,0.02117757484159344,6.989563174818052
design-0001,endpoint_discovery_dominant,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,32,10,0.25,4,0.38564899656199497,0.2760082644450416,0.4387690986719835,0.17915151770893442,0.22,1.0804446768566414,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0015018315128212034,16,19,8,17,2,0.821357821199847,0.7736722766109145,robustness-mobile,Mobile-like,163.10963059154594,51.898518824582794,0.02117757484159344,6.989563174818052
design-0001,endpoint_discovery_dominant,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,135,3,0.35,0,0.102839732416532,0.4416132231120665,0.6435280113855758,0.10538324571113789,0.18,1.1549581028467546,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0015018315128212034,16,19,8,17,2,0.821357821199847,0.7736722766109145,robustness-mobile,Mobile-like,163.10963059154594,51.898518824582794,0.02117757484159344,6.989563174818052
design-0001,endpoint_discovery_dominant,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,14,0,0.0,0,0.025709933104133,0.1380041322225208,0.07312818311199724,0.03161497371334136,0.85,0.8941611118813584,True,True,True,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0015018315128212034,16,19,8,17,2,0.821357821199847,0.7736722766109145,robustness-mobile,Mobile-like,163.10963059154594,51.898518824582794,0.02117757484159344,6.989563174818052
design-0001,resource_bounded_composed,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,7,0,0.0,0,0.0385648996561995,0.41401239666756234,0.2632614592031901,0.5796078514112584,0.25,0.931417824876415,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0015018315128212034,3,6,8,8,4,0.821357821199847,0.7736722766109145,robustness-mobile,Mobile-like,163.10963059154594,51.898518824582794,0.02117757484159344,6.989563174818052
design-0001,resource_bounded_composed,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",11,0,0.0,0,0.051419866208266,0.48301446277882276,1.0,0.3372263862756412,0.08,1.0431879638615849,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0015018315128212034,3,6,8,8,4,0.821357821199847,0.7736722766109145,robustness-mobile,Mobile-like,163.10963059154594,51.898518824582794,0.02117757484159344,6.989563174818052
design-0001,resource_bounded_composed,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,32,10,0.25,4,0.38564899656199497,0.2760082644450416,0.4387690986719835,0.17915151770893442,0.22,1.0804446768566414,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0015018315128212034,3,6,8,8,4,0.821357821199847,0.7736722766109145,robustness-mobile,Mobile-like,163.10963059154594,51.898518824582794,0.02117757484159344,6.989563174818052
design-0001,resource_bounded_composed,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,135,3,0.35,0,0.102839732416532,0.4416132231120665,0.6435280113855758,0.10538324571113789,0.18,1.1549581028467546,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0015018315128212034,3,6,8,8,4,0.821357821199847,0.7736722766109145,robustness-mobile,Mobile-like,163.10963059154594,51.898518824582794,0.02117757484159344,6.989563174818052
design-0001,resource_bounded_composed,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,14,0,0.0,0,0.025709933104133,0.1380041322225208,0.07312818311199724,0.03161497371334136,0.85,0.8941611118813584,True,True,True,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0015018315128212034,3,6,8,8,4,0.821357821199847,0.7736722766109145,robustness-mobile,Mobile-like,163.10963059154594,51.898518824582794,0.02117757484159344,6.989563174818052
design-0001,adaptive_composed,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,7,0,0.0,0,0.0385648996561995,0.41401239666756234,0.2632614592031901,0.5796078514112584,0.25,0.931417824876415,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0015018315128212034,8,16,8,14,3,0.821357821199847,0.7736722766109145,robustness-mobile,Mobile-like,163.10963059154594,51.898518824582794,0.02117757484159344,6.989563174818052
design-0001,adaptive_composed,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",11,0,0.0,0,0.051419866208266,0.48301446277882276,1.0,0.3372263862756412,0.08,1.0431879638615849,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0015018315128212034,8,16,8,14,3,0.821357821199847,0.7736722766109145,robustness-mobile,Mobile-like,163.10963059154594,51.898518824582794,0.02117757484159344,6.989563174818052
design-0001,adaptive_composed,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,32,10,0.25,4,0.38564899656199497,0.2760082644450416,0.4387690986719835,0.17915151770893442,0.22,1.0804446768566414,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0015018315128212034,8,16,8,14,3,0.821357821199847,0.7736722766109145,robustness-mobile,Mobile-like,163.10963059154594,51.898518824582794,0.02117757484159344,6.989563174818052
design-0001,adaptive_composed,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,135,3,0.35,0,0.102839732416532,0.4416132231120665,0.6435280113855758,0.10538324571113789,0.18,1.1549581028467546,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0015018315128212034,8,16,8,14,3,0.821357821199847,0.7736722766109145,robustness-mobile,Mobile-like,163.10963059154594,51.898518824582794,0.02117757484159344,6.989563174818052
design-0001,adaptive_composed,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,14,0,0.0,0,0.025709933104133,0.1380041322225208,0.07312818311199724,0.03161497371334136,0.85,0.8941611118813584,True,True,True,adaptive_composed,Adaptive composed model,True,True,True,True,0.0015018315128212034,8,16,8,14,3,0.821357821199847,0.7736722766109145,robustness-mobile,Mobile-like,163.10963059154594,51.898518824582794,0.02117757484159344,6.989563174818052
design-0002,classifier_dominant,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,9,0,0.0,0,0.0176327381593768,0.39034971684409603,0.1173886277317202,0.829664126841089,0.25,1.0838861419507826,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0011481032495908867,0,0,2,7,4,0.9824580413445446,0.43390029672787,robustness-mobile,Mobile-like,110.12731451089657,35.040509162557996,0.03326868206219368,16.08251597231719
design-0002,classifier_dominant,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",15,0,0.0,0,0.023510317545835734,0.4554080029847787,0.4695545109268808,0.48271367379845176,0.08,1.2139524789848766,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0011481032495908867,0,0,2,7,4,0.9824580413445446,0.43390029672787,robustness-mobile,Mobile-like,110.12731451089657,35.040509162557996,0.03326868206219368,16.08251597231719
design-0002,classifier_dominant,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,42,6,0.25,4,0.17632738159376798,0.2602331445627307,0.1956477128862003,0.2564416392054275,0.22,1.2573079246629077,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0011481032495908867,0,0,2,7,4,0.9824580413445446,0.43390029672787,robustness-mobile,Mobile-like,110.12731451089657,35.040509162557996,0.03326868206219368,16.08251597231719
design-0002,classifier_dominant,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,180,1,0.35,0,0.04702063509167147,0.4163730313003691,0.2869499788997605,0.15084802306201617,0.18,1.3440188160189703,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0011481032495908867,0,0,2,7,4,0.9824580413445446,0.43390029672787,robustness-mobile,Mobile-like,110.12731451089657,35.040509162557996,0.03326868206219368,16.08251597231719
design-0002,classifier_dominant,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,18,0,0.0,0,0.011755158772917867,0.13011657228136536,0.032607952147700056,0.04525440691860485,0.85,1.0405306962727512,True,True,True,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0011481032495908867,0,0,2,7,4,0.9824580413445446,0.43390029672787,robustness-mobile,Mobile-like,110.12731451089657,35.040509162557996,0.03326868206219368,16.08251597231719
design-0002,endpoint_discovery_dominant,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,9,0,0.0,0,0.0176327381593768,0.39034971684409603,0.1173886277317202,0.829664126841089,0.25,1.0838861419507826,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0011481032495908867,15,18,2,14,2,0.9824580413445446,0.43390029672787,robustness-mobile,Mobile-like,110.12731451089657,35.040509162557996,0.03326868206219368,16.08251597231719
design-0002,endpoint_discovery_dominant,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",15,0,0.0,0,0.023510317545835734,0.4554080029847787,0.4695545109268808,0.48271367379845176,0.08,1.2139524789848766,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0011481032495908867,15,18,2,14,2,0.9824580413445446,0.43390029672787,robustness-mobile,Mobile-like,110.12731451089657,35.040509162557996,0.03326868206219368,16.08251597231719
design-0002,endpoint_discovery_dominant,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,42,6,0.25,4,0.17632738159376798,0.2602331445627307,0.1956477128862003,0.2564416392054275,0.22,1.2573079246629077,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0011481032495908867,15,18,2,14,2,0.9824580413445446,0.43390029672787,robustness-mobile,Mobile-like,110.12731451089657,35.040509162557996,0.03326868206219368,16.08251597231719
design-0002,endpoint_discovery_dominant,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,180,1,0.35,0,0.04702063509167147,0.4163730313003691,0.2869499788997605,0.15084802306201617,0.18,1.3440188160189703,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0011481032495908867,15,18,2,14,2,0.9824580413445446,0.43390029672787,robustness-mobile,Mobile-like,110.12731451089657,35.040509162557996,0.03326868206219368,16.08251597231719
design-0002,endpoint_discovery_dominant,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,18,0,0.0,0,0.011755158772917867,0.13011657228136536,0.032607952147700056,0.04525440691860485,0.85,1.0405306962727512,True,True,True,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0011481032495908867,15,18,2,14,2,0.9824580413445446,0.43390029672787,robustness-mobile,Mobile-like,110.12731451089657,35.040509162557996,0.03326868206219368,16.08251597231719
design-0002,resource_bounded_composed,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,9,0,0.0,0,0.0176327381593768,0.39034971684409603,0.1173886277317202,0.829664126841089,0.25,1.0838861419507826,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0011481032495908867,3,6,2,7,4,0.9824580413445446,0.43390029672787,robustness-mobile,Mobile-like,110.12731451089657,35.040509162557996,0.03326868206219368,16.08251597231719
design-0002,resource_bounded_composed,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",15,0,0.0,0,0.023510317545835734,0.4554080029847787,0.4695545109268808,0.48271367379845176,0.08,1.2139524789848766,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0011481032495908867,3,6,2,7,4,0.9824580413445446,0.43390029672787,robustness-mobile,Mobile-like,110.12731451089657,35.040509162557996,0.03326868206219368,16.08251597231719
design-0002,resource_bounded_composed,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,42,6,0.25,4,0.17632738159376798,0.2602331445627307,0.1956477128862003,0.2564416392054275,0.22,1.2573079246629077,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0011481032495908867,3,6,2,7,4,0.9824580413445446,0.43390029672787,robustness-mobile,Mobile-like,110.12731451089657,35.040509162557996,0.03326868206219368,16.08251597231719
design-0002,resource_bounded_composed,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,180,1,0.35,0,0.04702063509167147,0.4163730313003691,0.2869499788997605,0.15084802306201617,0.18,1.3440188160189703,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0011481032495908867,3,6,2,7,4,0.9824580413445446,0.43390029672787,robustness-mobile,Mobile-like,110.12731451089657,35.040509162557996,0.03326868206219368,16.08251597231719
design-0002,resource_bounded_composed,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,18,0,0.0,0,0.011755158772917867,0.13011657228136536,0.032607952147700056,0.04525440691860485,0.85,1.0405306962727512,True,True,True,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0011481032495908867,3,6,2,7,4,0.9824580413445446,0.43390029672787,robustness-mobile,Mobile-like,110.12731451089657,35.040509162557996,0.03326868206219368,16.08251597231719
design-0002,adaptive_composed,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,9,0,0.0,0,0.0176327381593768,0.39034971684409603,0.1173886277317202,0.829664126841089,0.25,1.0838861419507826,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0011481032495908867,8,15,2,12,3,0.9824580413445446,0.43390029672787,robustness-mobile,Mobile-like,110.12731451089657,35.040509162557996,0.03326868206219368,16.08251597231719
